Name,Province,Country,Continent,Population rank (core city),Population rank (Primary Statistical Area),Distance to closest larger Chinese Metropolitan Area (KM),Power,Population MetropolitanArea,Population MetroPower,Rolling population total,Rolling % of Population Total,GDP per capita of Province,Distance from a foreign country (KM),Country population,Percent of country's population,Score,"If part of a larger city's transportation, city name",Closest City Name,Closest City Rank,Largest in Province?,Latitude,Longitude
El Centro,California,United States,North America,,,,,"176,948",#VALUE!,"176,948",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,32.8,-115.6
Terre Haute,Indiana,United States,North America,,,,,"172,493",#VALUE!,"172,493",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,39.469,-87.389
Waterloo,Iowa,United States,North America,,,,,"168,747",#VALUE!,"168,747",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"48,073",,42.49,-92.346
Jonesboro,Arkansas,United States,North America,,,,,"167,205",#VALUE!,"167,205",#VALUE!,#REF!,#REF!,326253000,,-1,1,,"36,011",,35.85,-90.7
Abilene,Texas,United States,North America,,,,,"166,963",#VALUE!,"166,963",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,32.45,-99.75
Rapid City,South Dakota,United States,North America,,,,,"163,135",#VALUE!,"163,135",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,44.076,-103.228
Billings,Montana,United States,North America,,,,,"162,848",#VALUE!,"162,848",#VALUE!,#REF!,#REF!,326253000,,,,,,,45.8,-108.55
Jackson,Michigan,United States,North America,,,,,"160,309",#VALUE!,"160,309",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"37,708",,42.25,-84.4
Albany,Georgia,United States,North America,,,,,"157,399",#VALUE!,"157,399",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,223",,,
Williamsport,Pennsylvania,United States,North America,,,,,"156,685",#VALUE!,"156,685",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,,
St. George,Utah,United States,North America,,,,,"155,600",#VALUE!,"155,600",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Alexandria,Louisiana,United States,North America,,,,,"154,441",#VALUE!,"154,441",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,,
Parkersburg,West Virginia,United States,North America,,,,,"154,023",#VALUE!,"154,023",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Bangor,Maine,United States,North America,,,,,"153,746",#VALUE!,"153,746",#VALUE!,#REF!,#REF!,326253000,,1,1,,"40,060",,,
Ithaca,New York,United States,North America,,,,,"152,028",#VALUE!,"152,028",#VALUE!,#REF!,#REF!,326253000,,1,1,,"59,414",,,
Wichita Falls,Texas,United States,North America,,,,,"150,829",#VALUE!,"150,829",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Jefferson City,Missouri,United States,North America,,,,,"150,151",#VALUE!,"150,151",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,041",,,
Texarkana,Texas,United States,North America,,,,,"149,701",#VALUE!,"149,701",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Hattiesburg,Mississippi,United States,North America,,,,,"148,839",#VALUE!,"148,839",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Pottsville,Pennsylvania,United States,North America,,,,,"148,289",#VALUE!,"148,289",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,,
Wheeling,West Virginia,United States,North America,,,,,"147,950",#VALUE!,"147,950",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Florence,Alabama,United States,North America,,,,,"147,317",#VALUE!,"147,317",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,,
Grand Junction,Colorado,United States,North America,,,,,"147,000",#VALUE!,"147,000",#VALUE!,#REF!,#REF!,326253000,,2,1,,"50,752",,,
Traverse City,Michigan,United States,North America,,,,,"144,411",#VALUE!,"144,411",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Valdosta,Georgia,United States,North America,,,,,"143,317",#VALUE!,"143,317",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Tupelo,Mississippi,United States,North America,,,,,"139,723",#VALUE!,"139,723",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Homosassa Springs,Florida,United States,North America,,,,,"139,377",#VALUE!,"139,377",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Flagstaff,Arizona,United States,North America,,,,,"137,682",#VALUE!,"137,682",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"40,305",,,
Cape Girardeau,Missouri,United States,North America,,,,,"136,832",#VALUE!,"136,832",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
La Crosse,Wisconsin,United States,North America,,,,,"136,749",#VALUE!,"136,749",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Paducah,Kentucky,United States,North America,,,,,"135,438",#VALUE!,"135,438",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Eureka,California,United States,North America,,,,,"134,827",#VALUE!,"134,827",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,,
Manhattan,Kansas,United States,North America,,,,,"134,804",#VALUE!,"134,804",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Jamestown,New York,United States,North America,,,,,"132,053",#VALUE!,"132,053",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Logan,Utah,United States,North America,,,,,"131,364",#VALUE!,"131,364",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Lawton,Oklahoma,United States,North America,,,,,"131,183",#VALUE!,"131,183",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,331",,,
Findlay,Ohio,United States,North America,,,,,"131,006",#VALUE!,"131,006",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Hot Springs,Arkansas,United States,North America,,,,,"130,690",#VALUE!,"130,690",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Jackson,Tennessee,United States,North America,,,,,"130,450",#VALUE!,"130,450",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Bismarck,North Dakota,United States,North America,,,,,"129,517",#VALUE!,"129,517",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Pittsfield,Massachusetts,United States,North America,,,,,"128,715",#VALUE!,"128,715",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Farmington,New Mexico,United States,North America,,,,,"128,529",#VALUE!,"128,529",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Sierra Vista,Arizona,United States,North America,,,,,"127,448",#VALUE!,"127,448",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
London,Kentucky,United States,North America,,,,,"127,316",#VALUE!,"127,316",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Carbondale,Illinois,United States,North America,,,,,"126,685",#VALUE!,"126,685",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Edwards,Colorado,United States,North America,,,,,"126,090",#VALUE!,"126,090",#VALUE!,#REF!,#REF!,326253000,,2,1,,"50,752",,,
Altoona,Pennsylvania,United States,North America,,,,,"125,955",#VALUE!,"125,955",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Goldsboro,North Carolina,United States,North America,,,,,"124,456",#VALUE!,"124,456",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Mankato,Minnesota,United States,North America,,,,,"123,770",#VALUE!,"123,770",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Beckley,West Virginia,United States,North America,,,,,"123,373",#VALUE!,"123,373",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Augusta,Maine,United States,North America,,,,,"121,112",#VALUE!,"121,112",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Rome,Georgia,United States,North America,,,,,"121,002",#VALUE!,"121,002",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Victoria,Texas,United States,North America,,,,,"120,427",#VALUE!,"120,427",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Watertown,New York,United States,North America,,,,,"119,103",#VALUE!,"119,103",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Kokomo,Indiana,United States,North America,,,,,"118,936",#VALUE!,"118,936",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Owensboro,Kentucky,United States,North America,,,,,"116,506",#VALUE!,"116,506",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Quincy,Illinois,United States,North America,,,,,"116,393",#VALUE!,"116,393",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Wenatchee,Washington,United States,North America,,,,,"116,178",#VALUE!,"116,178",#VALUE!,#REF!,#REF!,326253000,,1,1,,"45,135",,,
Missoula,Montana,United States,North America,,,,,"116,130",#VALUE!,"116,130",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Anniston,Alabama,United States,North America,,,,,"115,916",#VALUE!,"115,916",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Wooster,Ohio,United States,North America,,,,,"115,537",#VALUE!,"115,537",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Sheboygan,Wisconsin,United States,North America,,,,,"115,290",#VALUE!,"115,290",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
San Angelo,Texas,United States,North America,,,,,"114,854",#VALUE!,"114,854",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Brunswick,Georgia,United States,North America,,,,,"114,806",#VALUE!,"114,806",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Mount Pleasant,Michigan,United States,North America,,,,,"112,680",#VALUE!,"112,680",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Ogdensburg,New York,United States,North America,,,,,"111,400",#VALUE!,"111,400",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Decatur,Illinois,United States,North America,,,,,"108,350",#VALUE!,"108,350",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Sumter,South Carolina,United States,North America,,,,,"107,919",#VALUE!,"107,919",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Cookeville,Tennessee,United States,North America,,,,,"107,761",#VALUE!,"107,761",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Show Low,Arizona,United States,North America,,,,,"107,094",#VALUE!,"107,094",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Roseburg,Oregon,United States,North America,,,,,"106,972",#VALUE!,"106,972",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Meridian,Mississippi,United States,North America,,,,,"106,201",#VALUE!,"106,201",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Bluefield,West Virginia,United States,North America,,,,,"105,237",#VALUE!,"105,237",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Danville,Illinois,United States,North America,,,,,"104,827",#VALUE!,"104,827",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Danville,Virginia,United States,North America,,,,,"104,827",#VALUE!,"104,827",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Twin Falls,Idaho,United States,North America,,,,,"103,732",#VALUE!,"103,732",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Gadsen,Alabama,United States,North America,,,,,"103,531",#VALUE!,"103,531",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Fond du Lac,Wisconsin,United States,North America,,,,,"101,843",#VALUE!,"101,843",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,,
Grand Forks,North Dakota,United States,North America,,,,,"101,842",#VALUE!,"101,842",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Tullahoma,Tennessee,United States,North America,,,,,"101,344",#VALUE!,"101,344",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Cumberland,Maryland,United States,North America,,,,,"100,530",#VALUE!,"100,530",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Sebring,Florida,United States,North America,,,,,"98,236",#VALUE!,"98,236",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Bozeman,Montana,United States,North America,,,,,"97,308",#VALUE!,"97,308",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Cheyenne,Wyoming,United States,North America,,,,,"96,389",#VALUE!,"96,389",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,,
Dubuque,Iowa,United States,North America,,,,,"96,370",#VALUE!,"96,370",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Clarksburg,West Virginia,United States,North America,,,,,"94,221",#VALUE!,"94,221",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Moses Lake,Washington,United States,North America,,,,,"93,147",#VALUE!,"93,147",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Brainerd,Minnesota,United States,North America,,,,,"91,824",#VALUE!,"91,824",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Kalispell,Montana,United States,North America,,,,,"91,633",#VALUE!,"91,633",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Dixon,Illinois,United States,North America,,,,,"91,611",#VALUE!,"91,611",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Richmond,Indiana,United States,North America,,,,,"91,139",#VALUE!,"91,139",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Pinehurst,North Carolina,United States,North America,,,,,"90,302",#VALUE!,"90,302",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
DeRidder,Louisiana,United States,North America,,,,,"88,330",#VALUE!,"88,330",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Hermiston,Oregon,United States,North America,,,,,"87,892",#VALUE!,"87,892",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Ukiah,California,United States,North America,,,,,"87,869",#VALUE!,"87,869",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Lufkin,Texas,United States,North America,,,,,"87,597",#VALUE!,"87,597",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Russellville,Arkansas,United States,North America,,,,,"85,152",#VALUE!,"85,152",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Laurel,Mississippi,United States,North America,,,,,"84,891",#VALUE!,"84,891",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Grand Island,Nebraska,United States,North America,,,,,"84,755",#VALUE!,"84,755",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"48,627",,,
Pocatello,Idaho,United States,North America,,,,,"83,347",#VALUE!,"83,347",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Great Falls,Montana,United States,North America,,,,,"82,344",#VALUE!,"82,344",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Plattsburgh,New York,United States,North America,,,,,"81,654",#VALUE!,"81,654",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Casper,Wyoming,United States,North America,,,,,"81,624",#VALUE!,"81,624",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Manitowoc,Wisconsin,United States,North America,,,,,"80,671",#VALUE!,"80,671",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Stillwater,Oklahoma,United States,North America,,,,,"80,264",#VALUE!,"80,264",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,331",,,
Warsaw,Indiana,United States,North America,,,,,"78,564",#VALUE!,"78,564",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Keene,New Hampshire,United States,North America,,,,,"76,851",#VALUE!,"76,851",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Helena,Montana,United States,North America,,,,,"76,277",#VALUE!,"76,277",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Minot,North Dakota,United States,North America,,,,,"73,146",#VALUE!,"73,146",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Gallup,New Mexico,United States,North America,,,,,"73,016",#VALUE!,"73,016",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Aberdeen,Washington,United States,North America,,,,,"72,797",#VALUE!,"72,797",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Port Angeles,Washington,United States,North America,,,,,"71,404",#VALUE!,"71,404",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Aberdeen,South Dakota,United States,North America,,,,,"70,818",#VALUE!,"70,818",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Clovis,New Mexico,United States,North America,,,,,"70,505",#VALUE!,"70,505",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Klamath Falls,Oregon,United States,North America,,,,,"65,455",#VALUE!,"65,455",#VALUE!,#REF!,#REF!,326253000,,1,1,,"43,622",,,
Clearlake,California,United States,North America,,,,,"64,184",#VALUE!,"64,184",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Enid,Oklahoma,United States,North America,,,,,"63,091",#VALUE!,"63,091",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,331",,,
Lewiston,Idaho,United States,North America,,,,,"62,196",#VALUE!,"62,196",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Rutland,Vermont,United States,North America,,,,,"60,086",#VALUE!,"60,086",#VALUE!,#REF!,#REF!,326253000,,1,1,,,,,
Durango,Colorado,United States,North America,,,,,"53,989",#VALUE!,"53,989",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Gillette,Wyoming,United States,North America,,,,,"48,320",#VALUE!,"48,320",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Pullman,Washington,United States,North America,,,,,"44,776",#VALUE!,"44,776",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Martin,Tennessee,United States,North America,,,,,"34,793",#VALUE!,"34,793",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Elko,Nevada,United States,North America,,,,,"18,000",#VALUE!,"18,000",#VALUE!,#REF!,#REF!,326253000,,,,,,,,
Montevideo,,Uruguay,South America,,,,,"2,059,988",,,,,,,,,,,,,-34.9,-56.15
Tashkent,,Uzbekistan,Asia,,,,,"1,978,028",,"2,130,317,283",51.16%,,,,,,,,,,41.25,69.25
Caracas,,Venezuela,South America,,,,,"5,322,310",,,,,,,,,,,,,10.5,-66.9
Maracaibo,,Venezuela,South America,,,,,"2,576,836",,,,,,,,,,,,,10.66666,-71.7
Valencia,,Venezuela,South America,,,,,"1,544,004",,,,,,,,,,,,,10.15,-68
Barquisimeto,,Venezuela,South America,,,,,"1,308,163",,,,,,,,,,,,,10.05,-69.3
Maracay,,Venezuela,South America,,,,,"1,189,314",,,,,,,,,,,,,10.25,-67.6
Ho Chi Minh City,,Vietnam,Asia,,,,,"8,244,400",,"2,144,235,938",51.49%,,,93700000,,,,,,,10.75,106.6666
Ha Noi,,Vietnam,Asia,,,,,"7,379,300",,"2,152,480,338",51.69%,,,93700000,,,,,,,21,105.85
Hai Phong,,Vietnam,Asia,,,,,"1,946,000",,"2,159,859,638",51.87%,,,93700000,,,,,,,20.85,106.7
Can tho,,Vietnam,Asia,,,,,"1,238,300",,"2,161,805,638",51.91%,,,93700000,,,,,,,10,105.8
Bien Hoa,,Vietnam,Asia,,,,,"1,104,495",,"2,163,043,938",51.94%,,,93700000,,,,,,,10.95,106.8
Da Nang,,Vietnam,Asia,,,,,"1,007,700",,"2,164,148,433",51.97%,,,93700000,,,,,,,16.06,108.25
Sana'a,,Yemen,Asia,,,,,"1,937,451",,"2,165,156,133",51.99%,,,,,,,,,,15.3333,44.2
Al Hudaydah,,Yemen,Asia,,,,,"617,871",,"2,167,093,584",52.04%,,,,,,,,,,14.8,42.95
Lusaka,,Zambia,Africa,,,,,"2,179,000",,,,,,,,,,,,,-15,28
Harare,,Zimbabwe,Africa,,,,,"1,501,000",,,,,,,,,,,,,-18,31
