CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
488,41860,41884,6081,"San Mateo County, CA",County or equivalent,718451,718498,719935,728919,739982,748952,756819,763191,764797,1437,8984,11063,8970,7867,6372,1606,2286,9142,9012,9068,8950,9165,9196,1112,4556,4657,4715,4544,4976,5151,1174,4586,4355,4353,4406,4189,4045,857,3838,3980,4087,4593,4793,4719,-568,945,2737,1028,-1066,-1780,-7418,289,4783,6717,5115,3527,3013,-2699,-26,-385,-9,-498,-66,-830,260
488,41860,42034,,"San Rafael, CA",Metropolitan Division,252409,252409,252946,255457,256064,258506,260516,261054,260651,537,2511,607,2442,2010,538,-403,588,2385,2326,2323,2429,2300,2308,473,1833,1876,1892,1868,1915,1979,115,552,450,431,561,385,329,221,789,732,734,834,866,852,202,1324,-568,1296,748,-473,-1616,423,2113,164,2030,1582,393,-764,-1,-154,-7,-19,-133,-240,32
488,41860,42034,6041,"Marin County, CA",County or equivalent,252409,252409,252946,255457,256064,258506,260516,261054,260651,537,2511,607,2442,2010,538,-403,588,2385,2326,2323,2429,2300,2308,473,1833,1876,1892,1868,1915,1979,115,552,450,431,561,385,329,221,789,732,734,834,866,852,202,1324,-568,1296,748,-473,-1616,423,2113,164,2030,1582,393,-764,-1,-154,-7,-19,-133,-240,32
488,41940,,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1836911,1836941,1842191,1869027,1895787,1924432,1947922,1968578,1978816,5250,26836,26760,28645,23490,20656,10238,6056,24787,24134,24921,24140,24572,24549,2207,9425,9588,9761,9763,10758,11266,3849,15362,14546,15160,14377,13814,13283,3200,14793,14863,15570,17356,18060,17705,-1855,-2320,-2327,-1646,-7819,-10277,-20789,1345,12473,12536,13924,9537,7783,-3084,56,-999,-322,-439,-424,-941,39
488,41940,,6069,"San Benito County, CA",County or equivalent,55269,55269,55554,56159,56799,57471,58098,58473,59414,285,605,640,672,627,375,941,190,763,716,742,726,719,715,34,268,277,321,311,304,322,156,495,439,421,415,415,393,10,17,0,-6,9,13,14,114,113,204,234,217,-36,560,124,130,204,228,226,-23,574,5,-20,-3,23,-14,-17,-26
488,41940,,6085,"Santa Clara County, CA",County or equivalent,1781642,1781672,1786637,1812868,1838988,1866961,1889824,1910105,1919402,4965,26231,26120,27973,22863,20281,9297,5866,24024,23418,24179,23414,23853,23834,2173,9157,9311,9440,9452,10454,10944,3693,14867,14107,14739,13962,13399,12890,3190,14776,14863,15576,17347,18047,17691,-1969,-2433,-2531,-1880,-8036,-10241,-21349,1221,12343,12332,13696,9311,7806,-3658,51,-979,-319,-462,-410,-924,65
488,42100,,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,262382,262362,263270,264896,266435,268948,270971,273627,274673,908,1626,1539,2513,2023,2656,1046,810,3243,3161,2984,2897,3004,3006,437,1698,1679,1736,1736,1754,1877,373,1545,1482,1248,1161,1250,1129,53,321,191,201,286,324,327,449,-163,-108,942,644,975,-313,502,158,83,1143,930,1299,14,33,-77,-26,122,-68,107,-97
488,42100,,6087,"Santa Cruz County, CA",County or equivalent,262382,262362,263270,264896,266435,268948,270971,273627,274673,908,1626,1539,2513,2023,2656,1046,810,3243,3161,2984,2897,3004,3006,437,1698,1679,1736,1736,1754,1877,373,1545,1482,1248,1161,1250,1129,53,321,191,201,286,324,327,449,-163,-108,942,644,975,-313,502,158,83,1143,930,1299,14,33,-77,-26,122,-68,107,-97
488,42220,,,"Santa Rosa, CA",Metropolitan Statistical Area,483878,483880,484817,487641,490509,494657,499168,501474,503070,937,2824,2868,4148,4511,2306,1596,1421,5313,5047,5070,4996,5162,5084,951,3875,3851,3909,4009,4182,4359,470,1438,1196,1161,987,980,725,130,433,366,423,551,605,592,348,976,1363,2385,2837,370,298,478,1409,1729,2808,3388,975,890,-11,-23,-57,179,136,351,-19
488,42220,,6097,"Sonoma County, CA",County or equivalent,483878,483880,484817,487641,490509,494657,499168,501474,503070,937,2824,2868,4148,4511,2306,1596,1421,5313,5047,5070,4996,5162,5084,951,3875,3851,3909,4009,4182,4359,470,1438,1196,1161,987,980,725,130,433,366,423,551,605,592,348,976,1363,2385,2837,370,298,478,1409,1729,2808,3388,975,890,-11,-23,-57,179,136,351,-19
488,44700,,,"Stockton-Lodi, CA",Metropolitan Statistical Area,685306,685308,687380,694943,700611,703265,713218,723496,733709,2072,7563,5668,2654,9953,10278,10213,2548,10550,10083,10051,9923,10148,10239,1092,4759,4980,4983,5404,5928,5701,1456,5791,5103,5068,4519,4220,4538,249,1284,1056,1104,1351,1456,1424,389,531,-454,-3915,3967,4295,4156,638,1815,602,-2811,5318,5751,5580,-22,-43,-37,397,116,307,95
488,44700,,6077,"San Joaquin County, CA",County or equivalent,685306,685308,687380,694943,700611,703265,713218,723496,733709,2072,7563,5668,2654,9953,10278,10213,2548,10550,10083,10051,9923,10148,10239,1092,4759,4980,4983,5404,5928,5701,1456,5791,5103,5068,4519,4220,4538,249,1284,1056,1104,1351,1456,1424,389,531,-454,-3915,3967,4295,4156,638,1815,602,-2811,5318,5751,5580,-22,-43,-37,397,116,307,95
488,46700,,,"Vallejo-Fairfield, CA",Metropolitan Statistical Area,413344,413344,414034,416486,419881,423972,429601,434321,440207,690,2452,3395,4091,5629,4720,5886,1190,5174,5065,5144,5256,5275,5302,638,2877,2928,2966,3046,3365,3472,552,2297,2137,2178,2210,1910,1830,304,958,1365,1081,1162,1271,1137,-148,-729,-67,676,2198,1327,2784,156,229,1298,1757,3360,2598,3921,-18,-74,-40,156,59,212,135
488,46700,,6095,"Solano County, CA",County or equivalent,413344,413344,414034,416486,419881,423972,429601,434321,440207,690,2452,3395,4091,5629,4720,5886,1190,5174,5065,5144,5256,5275,5302,638,2877,2928,2966,3046,3365,3472,552,2297,2137,2178,2210,1910,1830,304,958,1365,1081,1162,1271,1137,-148,-729,-67,676,2198,1327,2784,156,229,1298,1757,3360,2598,3921,-18,-74,-40,156,59,212,135
496,,,,"Savannah-Hinesville-Statesboro, GA",Combined Statistical Area,495745,495764,496687,508856,516945,518180,527262,532370,539753,923,12169,8089,1235,9082,5108,7383,1712,7113,7971,7706,7642,8020,7867,851,3682,3563,3797,3827,4030,4115,861,3431,4408,3909,3815,3990,3752,349,1027,2241,1436,1494,1789,1392,-388,7589,1342,-4433,3681,-969,2206,-39,8616,3583,-2997,5175,820,3598,101,122,98,323,92,298,33
496,25980,,,"Hinesville, GA",Metropolitan Statistical Area,77917,77915,77368,80383,81590,80707,82325,80328,81007,-547,3015,1207,-883,1618,-1997,679,406,1369,1935,1667,1627,1802,1612,119,375,394,399,397,451,449,287,994,1541,1268,1230,1351,1163,113,181,982,439,410,561,332,-1019,1756,-1364,-2675,-29,-4004,-820,-906,1937,-382,-2236,381,-3443,-488,72,84,48,85,7,95,4
496,25980,,13179,"Liberty County, GA",County or equivalent,63453,63472,62687,65139,65426,64066,65153,62529,62570,-785,2452,287,-1360,1087,-2624,41,357,1220,1688,1425,1365,1508,1350,113,301,302,311,302,353,338,244,919,1386,1114,1063,1155,1012,101,154,892,387,361,489,286,-1195,1321,-2019,-2935,-333,-4362,-1260,-1094,1475,-1127,-2548,28,-3873,-974,65,58,28,74,-4,94,3
496,25980,,13183,"Long County, GA",County or equivalent,14464,14443,14681,15244,16164,16641,17172,17799,18437,238,563,920,477,531,627,638,49,149,247,242,262,294,262,6,74,92,88,95,98,111,43,75,155,154,167,196,151,12,27,90,52,49,72,46,176,435,655,260,304,358,440,188,462,745,312,353,430,486,7,26,20,11,11,1,1
496,42340,,,"Savannah, GA",Metropolitan Statistical Area,347611,347598,348739,355820,362193,365600,372202,378829,384024,1141,7081,6373,3407,6602,6627,5195,1120,4902,5224,5180,5179,5311,5361,586,2817,2704,2912,2966,3058,3135,534,2085,2520,2268,2213,2253,2226,208,715,1116,844,919,1053,889,387,4279,2677,134,3385,3136,2033,595,4994,3793,978,4304,4189,2922,12,2,60,161,85,185,47
496,42340,,13029,"Bryan County, GA",County or equivalent,30233,30213,30382,31242,32272,33120,33847,35052,36230,169,860,1030,848,727,1205,1178,112,428,516,492,496,532,545,32,238,219,237,240,217,240,80,190,297,255,256,315,305,6,31,135,73,76,91,58,81,640,590,521,369,804,762,87,671,725,594,445,895,820,2,-1,8,-1,26,-5,53
496,42340,,13051,"Chatham County, GA",County or equivalent,265128,265128,265894,271863,276521,277992,282849,286622,289082,766,5969,4658,1471,4857,3773,2460,868,3812,4009,3950,3907,4066,4059,501,2252,2139,2278,2321,2424,2479,367,1560,1870,1672,1586,1642,1580,198,648,953,735,805,923,792,193,3762,1778,-1069,2437,1052,127,391,4410,2731,-334,3242,1975,919,8,-1,57,133,29,156,-39
496,42340,,13103,"Effingham County, GA",County or equivalent,52250,52257,52463,52715,53400,54488,55506,57155,58712,206,252,685,1088,1018,1649,1557,140,662,699,738,776,713,757,53,327,346,397,405,417,416,87,335,353,341,371,296,341,4,36,28,36,38,39,39,113,-123,309,682,579,1280,1144,117,-87,337,718,617,1319,1183,2,4,-5,29,30,34,33
496,44340,,,"Statesboro, GA",Micropolitan Statistical Area,70217,70251,70580,72653,73162,71873,72735,73213,74722,329,2073,509,-1289,862,478,1509,186,842,812,859,836,907,894,146,490,465,486,464,521,531,40,352,347,373,372,386,363,28,131,143,153,165,175,171,244,1554,29,-1892,325,-101,993,272,1685,172,-1739,490,74,1164,17,36,-10,77,0,18,-18
496,44340,,13031,"Bulloch County, GA",County or equivalent,70217,70251,70580,72653,73162,71873,72735,73213,74722,329,2073,509,-1289,862,478,1509,186,842,812,859,836,907,894,146,490,465,486,464,521,531,40,352,347,373,372,386,363,28,131,143,153,165,175,171,244,1554,29,-1892,325,-101,993,272,1685,172,-1739,490,74,1164,17,36,-10,77,0,18,-18
500,,,,"Seattle-Tacoma, WA",Combined Statistical Area,4274767,4274763,4285519,4342267,4399962,4458228,4522513,4596104,4684516,10756,56748,57695,58266,64285,73591,88412,13876,54185,54834,55323,55984,57058,57666,6884,29842,29453,30488,30639,32831,33939,6992,24343,25381,24835,25345,24227,23727,4072,16667,19753,19306,21102,22557,21150,-275,16029,12449,13531,18106,25584,42626,3797,32696,32202,32837,39208,48141,63776,-33,-291,112,594,-268,1223,909
500,14740,,,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,251133,251137,251735,254451,254729,253114,254272,260514,264811,598,2716,278,-1615,1158,6242,4297,766,2961,3026,2874,2933,3134,3240,505,2034,1919,2016,2084,2197,2295,261,927,1107,858,849,937,945,129,202,614,382,353,471,314,214,1575,-1465,-3046,-62,4631,2873,343,1777,-851,-2664,291,5102,3187,-6,12,22,191,18,203,165
500,14740,,53035,"Kitsap County, WA",County or equivalent,251133,251137,251735,254451,254729,253114,254272,260514,264811,598,2716,278,-1615,1158,6242,4297,766,2961,3026,2874,2933,3134,3240,505,2034,1919,2016,2084,2197,2295,261,927,1107,858,849,937,945,129,202,614,382,353,471,314,214,1575,-1465,-3046,-62,4631,2873,343,1777,-851,-2664,291,5102,3187,-6,12,22,191,18,203,165
500,16500,,,"Centralia, WA",Micropolitan Statistical Area,75455,75457,75515,75691,75559,75126,75115,75754,77066,58,176,-132,-433,-11,639,1312,244,921,862,883,819,890,870,158,870,812,851,768,836,838,86,51,50,32,51,54,32,11,57,38,53,63,65,67,-38,89,-223,-518,-174,461,1139,-27,146,-185,-465,-111,526,1206,-1,-21,3,0,49,59,74
500,16500,,53041,"Lewis County, WA",County or equivalent,75455,75457,75515,75691,75559,75126,75115,75754,77066,58,176,-132,-433,-11,639,1312,244,921,862,883,819,890,870,158,870,812,851,768,836,838,86,51,50,32,51,54,32,11,57,38,53,63,65,67,-38,89,-223,-518,-174,461,1139,-27,146,-185,-465,-111,526,1206,-1,-21,3,0,49,59,74
500,34580,,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,116901,116901,117006,117759,117987,118679,120303,121724,123681,105,753,228,692,1624,1421,1957,378,1480,1447,1422,1485,1389,1447,298,1084,1105,1124,1083,1173,1229,80,396,342,298,402,216,218,26,92,61,103,134,144,141,7,237,-164,289,1019,979,1438,33,329,-103,392,1153,1123,1579,-8,28,-11,2,69,82,160
500,34580,,53057,"Skagit County, WA",County or equivalent,116901,116901,117006,117759,117987,118679,120303,121724,123681,105,753,228,692,1624,1421,1957,378,1480,1447,1422,1485,1389,1447,298,1084,1105,1124,1083,1173,1229,80,396,342,298,402,216,218,26,92,61,103,134,144,141,7,237,-164,289,1019,979,1438,33,329,-103,392,1153,1123,1579,-8,28,-11,2,69,82,160
500,36020,,,"Oak Harbor, WA",Micropolitan Statistical Area,78506,78506,78708,79005,79274,78593,79266,80796,82636,202,297,269,-681,673,1530,1840,242,911,894,894,884,874,918,114,677,642,625,683,680,695,128,234,252,269,201,194,223,88,78,396,252,286,424,260,-9,0,-374,-1261,145,854,1281,79,78,22,-1009,431,1278,1541,-5,-15,-5,59,41,58,76
500,36020,,53029,"Island County, WA",County or equivalent,78506,78506,78708,79005,79274,78593,79266,80796,82636,202,297,269,-681,673,1530,1840,242,911,894,894,884,874,918,114,677,642,625,683,680,695,128,234,252,269,201,194,223,88,78,396,252,286,424,260,-9,0,-374,-1261,145,854,1281,79,78,22,-1009,431,1278,1541,-5,-15,-5,59,41,58,76
500,36500,,,"Olympia-Tumwater, WA",Metropolitan Statistical Area,252264,252258,253062,256516,258803,262536,265809,269183,275222,804,3454,2287,3733,3273,3374,6039,762,3003,3125,3106,3134,3165,3172,479,1907,1931,2039,1993,2129,2172,283,1096,1194,1067,1141,1036,1000,161,477,853,668,708,784,665,362,1884,273,1973,1437,1553,4060,523,2361,1126,2641,2145,2337,4725,-2,-3,-33,25,-13,1,314
500,36500,,53067,"Thurston County, WA",County or equivalent,252264,252258,253062,256516,258803,262536,265809,269183,275222,804,3454,2287,3733,3273,3374,6039,762,3003,3125,3106,3134,3165,3172,479,1907,1931,2039,1993,2129,2172,283,1096,1194,1067,1141,1036,1000,161,477,853,668,708,784,665,362,1884,273,1973,1437,1553,4060,523,2361,1126,2641,2145,2337,4725,-2,-3,-33,25,-13,1,314
500,42660,,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,3439809,3439808,3448746,3497925,3552815,3609617,3667042,3727097,3798902,8938,49179,54890,56802,57425,60055,71805,11325,44303,44825,45459,46157,46987,47412,5165,22648,22407,23226,23390,25187,26089,6160,21655,22418,22233,22767,21800,21323,3645,15690,17695,17765,19462,20571,19606,-858,12100,14640,16422,15595,16845,30772,2787,27790,32335,34187,35057,37416,50378,-9,-266,137,382,-399,839,104
500,42660,42644,,"Seattle-Bellevue-Everett, WA",Metropolitan Division,2644584,2644589,2653309,2694735,2741141,2790998,2836844,2884421,2937590,8720,41426,46406,49857,45846,47577,53169,8660,33457,33383,34489,34655,35271,35637,3806,16869,16676,17354,17360,18478,19125,4854,16588,16707,17135,17295,16793,16512,3129,14374,15090,15930,17578,18420,17925,815,10573,14369,16629,11411,11884,18987,3944,24947,29459,32559,28989,30304,36912,-78,-109,240,163,-438,480,-255
500,42660,42644,53033,"King County, WA",County or equivalent,1931249,1931281,1937786,1972444,2008763,2045874,2078886,2114256,2149970,6505,34658,36319,37111,33012,35370,35714,6300,24506,24480,25149,25256,25514,25905,2829,12151,11971,12487,12348,13263,13580,3471,12355,12509,12662,12908,12251,12325,2637,12298,12875,13724,15171,15837,15500,446,10192,10716,10741,5446,7354,8511,3083,22490,23591,24465,20617,23191,24011,-49,-187,219,-16,-513,-72,-622
500,42660,42644,53061,"Snohomish County, WA",County or equivalent,713335,713308,715523,722291,732378,745124,757958,770165,787620,2215,6768,10087,12746,12834,12207,17455,2360,8951,8903,9340,9399,9757,9732,977,4718,4705,4867,5012,5215,5545,1383,4233,4198,4473,4387,4542,4187,492,2076,2215,2206,2407,2583,2425,369,381,3653,5888,5965,4530,10476,861,2457,5868,8094,8372,7113,12901,-29,78,21,179,75,552,367
500,42660,45104,,"Tacoma-Lakewood, WA",Metropolitan Division,795225,795219,795437,803190,811674,818619,830198,842676,861312,218,7753,8484,6945,11579,12478,18636,2665,10846,11442,10970,11502,11716,11775,1359,5779,5731,5872,6030,6709,6964,1306,5067,5711,5098,5472,5007,4811,516,1316,2605,1835,1884,2151,1681,-1673,1527,271,-207,4184,4961,11785,-1157,2843,2876,1628,6068,7112,13466,69,-157,-103,219,39,359,359
500,42660,45104,53053,"Pierce County, WA",County or equivalent,795225,795219,795437,803190,811674,818619,830198,842676,861312,218,7753,8484,6945,11579,12478,18636,2665,10846,11442,10970,11502,11716,11775,1359,5779,5731,5872,6030,6709,6964,1306,5067,5711,5098,5472,5007,4811,516,1316,2605,1835,1884,2151,1681,-1673,1527,271,-207,4184,4961,11785,-1157,2843,2876,1628,6068,7112,13466,69,-157,-103,219,39,359,359
500,43220,,,"Shelton, WA",Micropolitan Statistical Area,60699,60696,60747,60920,60795,60563,60706,61036,62198,51,173,-125,-232,143,330,1162,159,606,655,685,572,619,607,165,622,637,607,638,629,621,-6,-16,18,78,-66,-10,-14,12,71,96,83,96,98,97,47,144,-238,-328,146,261,1063,59,215,-142,-245,242,359,1160,-2,-26,-1,-65,-33,-19,16
500,43220,,53045,"Mason County, WA",County or equivalent,60699,60696,60747,60920,60795,60563,60706,61036,62198,51,173,-125,-232,143,330,1162,159,606,655,685,572,619,607,165,622,637,607,638,629,621,-6,-16,18,78,-66,-10,-14,12,71,96,83,96,98,97,47,144,-238,-328,146,261,1063,59,215,-142,-245,242,359,1160,-2,-26,-1,-65,-33,-19,16
512,,,,"Sioux City-Vermillion, IA-SD-NE",Combined Statistical Area,182427,182431,182670,182985,182816,182565,182605,182661,183226,239,315,-169,-251,40,56,565,692,2564,2601,2549,2580,2594,2538,436,1611,1612,1618,1568,1559,1544,256,953,989,931,1012,1035,994,57,236,326,279,316,337,332,-69,-847,-1501,-1428,-1254,-1172,-713,-12,-611,-1175,-1149,-938,-835,-381,-5,-27,17,-33,-34,-144,-48
512,43580,,,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,168563,168563,168830,168952,168691,168582,168607,168710,169140,267,122,-261,-109,25,103,430,664,2408,2458,2390,2415,2456,2403,399,1521,1513,1507,1487,1456,1454,265,887,945,883,928,1000,949,58,220,293,246,277,297,293,-51,-951,-1517,-1202,-1143,-1055,-765,7,-731,-1224,-956,-866,-758,-472,-5,-34,18,-36,-37,-139,-47
512,43580,,19149,"Plymouth County, IA",County or equivalent,24986,24981,24968,24831,24888,24945,24913,24913,25200,-13,-137,57,57,-32,0,287,54,295,276,284,280,302,300,57,236,252,245,232,239,228,-3,59,24,39,48,63,72,2,4,15,24,26,25,25,-11,-203,19,10,-93,-61,195,-9,-199,34,34,-67,-36,220,-1,3,-1,-16,-13,-27,-5
512,43580,,19193,"Woodbury County, IA",County or equivalent,102172,102177,102363,102649,102330,102242,102314,102464,102779,186,286,-319,-88,72,150,315,431,1502,1564,1511,1555,1546,1514,237,911,948,932,912,928,927,194,591,616,579,643,618,587,35,171,249,202,226,241,237,-37,-430,-1194,-846,-755,-615,-459,-2,-259,-945,-644,-529,-374,-222,-6,-46,10,-23,-42,-94,-50
512,43580,,31043,"Dakota County, NE",County or equivalent,21006,21006,21035,20841,20795,20848,20666,20713,20465,29,-194,-46,53,-182,47,-248,106,353,382,372,356,370,359,63,172,136,144,176,122,133,43,181,246,228,180,248,226,20,41,33,21,24,29,29,-36,-419,-332,-200,-400,-243,-512,-16,-378,-299,-179,-376,-214,-483,2,3,7,4,14,13,9
512,43580,,31051,"Dixon County, NE",County or equivalent,6000,6000,5977,6013,5908,5821,5767,5789,5762,-23,36,-105,-87,-54,22,-27,22,79,65,67,76,84,78,6,81,69,70,52,51,59,16,-2,-4,-3,24,33,19,0,2,0,2,4,5,5,-37,26,-103,-77,-81,-11,-55,-37,28,-103,-75,-77,-6,-50,-2,10,2,-9,-1,-5,4
512,43580,,46127,"Union County, SD",County or equivalent,14399,14399,14487,14618,14770,14726,14947,14831,14934,88,131,152,-44,221,-116,103,51,179,171,156,148,154,152,36,121,108,116,115,116,107,15,58,63,40,33,38,45,1,2,-4,-3,-3,-3,-3,70,75,93,-89,186,-125,66,71,77,89,-92,183,-128,63,2,-4,0,8,5,-26,-5
512,46820,,,"Vermillion, SD",Micropolitan Statistical Area,13864,13868,13840,14033,14125,13983,13998,13951,14086,-28,193,92,-142,15,-47,135,28,156,143,159,165,138,135,37,90,99,111,81,103,90,-9,66,44,48,84,35,45,-1,16,33,33,39,40,39,-18,104,16,-226,-111,-117,52,-19,120,49,-193,-72,-77,91,0,7,-1,3,3,-5,-1
512,46820,,46027,"Clay County, SD",County or equivalent,13864,13868,13840,14033,14125,13983,13998,13951,14086,-28,193,92,-142,15,-47,135,28,156,143,159,165,138,135,37,90,99,111,81,103,90,-9,66,44,48,84,35,45,-1,16,33,33,39,40,39,-18,104,16,-226,-111,-117,52,-19,120,49,-193,-72,-77,91,0,7,-1,3,3,-5,-1
515,,,,"South Bend-Elkhart-Mishawaka, IN-MI",Combined Statistical Area,720647,720640,720252,721133,720899,721620,723419,724468,725087,-388,881,-234,721,1799,1049,619,2349,9550,9437,9445,9434,9452,9448,1563,6574,6789,6824,6935,6835,6768,786,2976,2648,2621,2499,2617,2680,212,797,891,905,1049,1100,1096,-1414,-2982,-3819,-2750,-1343,-2525,-2723,-1202,-2185,-2928,-1845,-294,-1425,-1627,28,90,46,-55,-406,-143,-434
515,21140,,,"Elkhart-Goshen, IN",Metropolitan Statistical Area,197559,197561,197473,198495,199172,200354,201609,203284,203781,-88,1022,677,1182,1255,1675,497,739,3053,2985,3018,3041,3096,3128,319,1515,1661,1653,1620,1619,1622,420,1538,1324,1365,1421,1477,1506,29,91,45,51,92,98,100,-565,-596,-695,-240,-169,120,-987,-536,-505,-650,-189,-77,218,-887,28,-11,3,6,-89,-20,-122
515,21140,,18039,"Elkhart County, IN",County or equivalent,197559,197561,197473,198495,199172,200354,201609,203284,203781,-88,1022,677,1182,1255,1675,497,739,3053,2985,3018,3041,3096,3128,319,1515,1661,1653,1620,1619,1622,420,1538,1324,1365,1421,1477,1506,29,91,45,51,92,98,100,-565,-596,-695,-240,-169,120,-987,-536,-505,-650,-189,-77,218,-887,28,-11,3,6,-89,-20,-122
515,35660,,,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,156813,156817,156793,156518,156093,155501,155439,154629,154010,-24,-275,-425,-592,-62,-810,-619,482,1943,1821,1834,1866,1784,1786,425,1612,1675,1654,1704,1741,1662,57,331,146,180,162,43,124,65,281,351,378,408,431,431,-146,-940,-931,-1199,-539,-1227,-1077,-81,-659,-580,-821,-131,-796,-646,0,53,9,49,-93,-57,-97
515,35660,,26021,"Berrien County, MI",County or equivalent,156813,156817,156793,156518,156093,155501,155439,154629,154010,-24,-275,-425,-592,-62,-810,-619,482,1943,1821,1834,1866,1784,1786,425,1612,1675,1654,1704,1741,1662,57,331,146,180,162,43,124,65,281,351,378,408,431,431,-146,-940,-931,-1199,-539,-1227,-1077,-81,-659,-580,-821,-131,-796,-646,0,53,9,49,-93,-57,-97
515,38500,,,"Plymouth, IN",Micropolitan Statistical Area,47051,47047,47007,46951,46972,46945,46938,46756,46556,-40,-56,21,-27,-7,-182,-200,148,541,654,566,544,570,565,111,425,432,468,471,465,471,37,116,222,98,73,105,94,11,26,18,23,24,26,25,-91,-206,-224,-158,-69,-339,-289,-80,-180,-206,-135,-45,-313,-264,3,8,5,10,-35,26,-30
515,38500,,18099,"Marshall County, IN",County or equivalent,47051,47047,47007,46951,46972,46945,46938,46756,46556,-40,-56,21,-27,-7,-182,-200,148,541,654,566,544,570,565,111,425,432,468,471,465,471,37,116,222,98,73,105,94,11,26,18,23,24,26,25,-91,-206,-224,-158,-69,-339,-289,-80,-180,-206,-135,-45,-313,-264,3,8,5,10,-35,26,-30
515,43780,,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,319224,319215,318979,319169,318662,318820,319433,319799,320740,-236,190,-507,158,613,366,941,980,4013,3977,4027,3983,4002,3969,708,3022,3021,3049,3140,3010,3013,272,991,956,978,843,992,956,107,399,477,453,525,545,540,-612,-1240,-1969,-1153,-566,-1079,-370,-505,-841,-1492,-700,-41,-534,170,-3,40,29,-120,-189,-92,-185
515,43780,,18141,"St. Joseph County, IN",County or equivalent,266931,266929,266791,266710,266612,266972,267620,268134,269141,-138,-81,-98,360,648,514,1007,874,3542,3508,3588,3446,3493,3458,604,2542,2523,2524,2633,2477,2471,270,1000,985,1064,813,1016,987,104,387,468,451,522,542,537,-521,-1367,-1577,-1068,-534,-977,-349,-417,-980,-1109,-617,-12,-435,188,9,-101,26,-87,-153,-67,-168
515,43780,,26027,"Cass County, MI",County or equivalent,52293,52286,52188,52459,52050,51848,51813,51665,51599,-98,271,-409,-202,-35,-148,-66,106,471,469,439,537,509,511,104,480,498,525,507,533,542,2,-9,-29,-86,30,-24,-31,3,12,9,2,3,3,3,-91,127,-392,-85,-32,-102,-21,-88,139,-383,-83,-29,-99,-18,-12,141,3,-33,-36,-25,-17
518,,,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Combined Statistical Area,666247,666217,667482,670967,674751,680010,688134,697756,710945,1265,3485,3784,5259,8124,9622,13189,2035,8161,8067,8365,8300,8324,8384,1342,5918,5786,6214,5922,6240,6467,693,2243,2281,2151,2378,2084,1917,210,687,947,905,955,1034,960,384,531,633,2326,4516,6203,9857,594,1218,1580,3231,5471,7237,10817,-22,24,-77,-123,275,301,455
518,17660,,,"Coeur d'Alene, ID",Metropolitan Statistical Area,138494,138464,138887,141025,142311,144299,147294,150364,154311,423,2138,1286,1988,2995,3070,3947,411,1733,1684,1714,1791,1798,1834,250,1235,1231,1244,1268,1303,1354,161,498,453,470,523,495,480,15,27,60,32,44,47,46,237,1534,796,1613,2163,2590,3123,252,1561,856,1645,2207,2637,3169,10,79,-23,-127,265,-62,298
518,17660,,16055,"Kootenai County, ID",County or equivalent,138494,138464,138887,141025,142311,144299,147294,150364,154311,423,2138,1286,1988,2995,3070,3947,411,1733,1684,1714,1791,1798,1834,250,1235,1231,1244,1268,1303,1354,161,498,453,470,523,495,480,15,27,60,32,44,47,46,237,1534,796,1613,2163,2590,3123,252,1561,856,1645,2207,2637,3169,10,79,-23,-127,265,-62,298
